game_name,sys_req,release_date,name,Ncomments,Ndiscomfort,Pdiscomfort,OS,Processor,Memory,Graphics,DirectX,Storage,Network,no fields,memory_num,OS_num,storage_num,graphics_simp,graphics_num,processor_simp,processor_num
Gears 5,Requires a 64-bit processor and operating systemOS: Windows 10 64-bitProcessor: AMD Ryzen 3 | Intel i5 SkylakeMemory: 8 GB RAMGraphics: AMD Radeon RX 570 | NVIDIA GeForce GTX 970 (Windows 10) | NVIDIA GeForce GTX 1660ti (Windows 7)DirectX: Version 12Network: Broadband Internet connectionStorage: 80 GB available spaceSound Card: DirectX compatible,9-Sep-19,gears5,243,4,0.016460905, Windows 10 64-bit, AMD Ryzen 3 | Intel i5 Skylake, 8 GB RAM, AMD Radeon RX 570 | NVIDIA GeForce GTX 970 (Windows 10) | NVIDIA GeForce GTX 1660ti (Windows 7), Version 12, 80 GB available spaceSound Card: DirectX compatible, Broadband Internet connection,,8,6,80,GTX 970 ,49.1,,27.7
Fallout 76,Requires a 64-bit processor and operating systemOS: Windows 8.1/10 (64-bit versions)Processor: Intel Core i7-4790 3.6 GHz /AMD Ryzen 5 1500X 3.5 GHzMemory: 8 GB RAMGraphics: NVIDIA GTX 970 4GB /AMD R9 290X 4GBNetwork: Broadband Internet connectionStorage: 80 GB available space,14-Apr-20,fallout76,2586,17,0.006573859, Windows 8.1/10 (64-bit versions), Intel Core i7-4790 3.6 GHz /AMD Ryzen 5 1500X 3.5 GHz, 8 GB RAM, NVIDIA GTX 970 4GB /AMD R9 290X 4GB,, 80 GB available space, Broadband Internet connection,,8,6,80,GTX 970 ,49.1,I7-4790,71.4
Marvel's Guardians of the Galaxy,Requires a 64-bit processor and operating systemOS: Windows® 10 64 bit Build 1903Processor: AMD Ryzen™ 5 1600 / Intel® Core™ i7-4790Memory: 16 GB RAMGraphics: NVIDIA® GeForce® GTX 1660 Super / AMD Radeon™ RX 590DirectX: Version 12Storage: 80 GB available space,26-Oct-21,marvelsguardiansofthegalaxy,175,1,0.005714286, Windows® 10 64 bit Build 1903, AMD Ryzen™ 5 1600 / Intel® Core™ i7-4790, 16 GB RAM, NVIDIA® GeForce® GTX 1660 Super / AMD Radeon™ RX 590, Version 12, 80 GB available space,,,16,6,80,GTX 1660 ,68.3,I7-4790,71.4
DOOM Eternal,"Requires a 64-bit processor and operating systemOS: 64-bit Windows 10Processor: Intel Core i7-6700K or better, or AMD Ryzen 7 1800X or betterMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 1060 (6GB), NVIDIA GeForce 970 (4GB), AMD RX 480 (8GB)Network: Broadband Internet connectionStorage: 80 GB available spaceAdditional Notes: ( 1080p / 60 FPS / High Quality Settings ) - *On NVIDIA GTX 970 cards Texture Quality should be set to Medium",19-Mar-20,doometernal,2753,11,0.003995641, 64-bit Windows 10," Intel Core i7-6700K or better, or AMD Ryzen 7 1800X or better", 8 GB RAM," NVIDIA GeForce GTX 1060 (6GB), NVIDIA GeForce 970 (4GB), AMD RX 480 (8GB)",, 80 GB available spaceAdditional Notes: ( 1080p / 60 FPS / High Quality Settings ) - *On NVIDIA GTX 970 cards Texture Quality should be set to Medium, Broadband Internet connection,,8,6,80,GTX 1060 ,56.1,I7-6700K,80.8
F1® 2019,Requires a 64-bit processor and operating systemOS: 64 bit Version of Windows 10Processor: Intel i5 9600k / AMD Ryzen 5 2600xMemory: 16 GB RAMGraphics: Nvidia GTX 1660ti / RX590DirectX: Version 12Network: Broadband Internet connectionStorage: 80 GB available spaceSound Card: DirectX Compatible SoundcardAdditional Notes: Requires a 64-bit processor and operating system,27-Jun-19,f12019,22,0,0, 64 bit Version of Windows 10, Intel i5 9600k / AMD Ryzen 5 2600x, 16 GB RAM, Nvidia GTX 1660ti / RX590, Version 12, 80 GB available spaceSound Card: DirectX Compatible SoundcardAdditional Notes: Requires a 64-bit processor and operating system, Broadband Internet connection,,16,6,80,GTX 1660TI,76,I5-9600K,93.2
F1® 22,Requires a 64-bit processor and operating systemOS: Windows 10 64-bit (Version 1909) | For Ray Tracing or VR: Windows 10 64-bit (Version 2004)Processor: Intel Core i5 9600K or AMD Ryzen 5 2600XMemory: 16 GB RAMGraphics: NVIDIA GTX 1660 Ti or AMD RX 590 | For Ray Tracing: GeForce RTX 3070 or Radeon RX 6800 | For VR: NVIDIA RTX 2070 or AMD RX 6700 XTDirectX: Version 12Network: Broadband Internet connectionStorage: 80 GB available spaceSound Card: DirectX Compatible,30-Jun-22,f122,40,0,0, Windows 10 64-bit (Version 1909) | For Ray Tracing or VR: Windows 10 64-bit (Version 2004), Intel Core i5 9600K or AMD Ryzen 5 2600X, 16 GB RAM, NVIDIA GTX 1660 Ti or AMD RX 590 | For Ray Tracing: GeForce RTX 3070 or Radeon RX 6800 | For VR: NVIDIA RTX 2070 or AMD RX 6700 XT, Version 12, 80 GB available spaceSound Card: DirectX Compatible, Broadband Internet connection,,16,6,80,GTX 1660 TI,76,I5-9600K,93.2
F1® 2021,Requires a 64-bit processor and operating systemOS: Windows 10 64-bit (Version 1709) | For Ray Tracing: Windows 10 64-bit (Version 2004)Processor: Intel Core i5 9600K or AMD Ryzen 5 2600XMemory: 16 GB RAMGraphics: NVIDIA GTX 1660 Ti or AMD RX 590 | For Ray Tracing: GeForce RTX 3070 or Radeon RX 6800DirectX: Version 12Storage: 80 GB available spaceSound Card: DirectX Compatible,15-Jul-21,f12021,59,0,0, Windows 10 64-bit (Version 1709) | For Ray Tracing: Windows 10 64-bit (Version 2004), Intel Core i5 9600K or AMD Ryzen 5 2600X, 16 GB RAM, NVIDIA GTX 1660 Ti or AMD RX 590 | For Ray Tracing: GeForce RTX 3070 or Radeon RX 6800, Version 12, 80 GB available spaceSound Card: DirectX Compatible,,,16,6,80,GTX 1660 TI,76,I5-9600K,93.2
F1® 2020,Requires a 64-bit processor and operating systemOS: 64 bit Windows 10Processor: Intel Core i5 9600K / AMD Ryzen 5 2600XMemory: 16 GB RAMGraphics: NVIDIA GTX 1660 Ti / AMD RX 590 (DirectX12 Graphics Card)Storage: 80 GB available spaceSound Card: DirectX CompatibleAdditional Notes: Dual Layer Compatible DVD-ROM Drive,9-Jul-20,f12020,172,0,0, 64 bit Windows 10, Intel Core i5 9600K / AMD Ryzen 5 2600X, 16 GB RAM, NVIDIA GTX 1660 Ti / AMD RX 590 (DirectX12 Graphics Card),, 80 GB available spaceSound Card: DirectX CompatibleAdditional Notes: Dual Layer Compatible DVD-ROM Drive,,,16,6,80,GTX 1660 TI,76,I5-9600K,93.2
WILD HEARTS™,"Requires a 64-bit processor and operating systemOS: 64 bit Windows 10Processor: Intel Core i7-8700K / AMD Ryzen 5 3600Memory: 16 GB RAMGraphics: GeForce RTX 2070 (VRAM 8GB) / Radeon RX 5700 XT (VRAM 8GB)DirectX: Version 12Network: Broadband Internet connectionStorage: 80 GB available spaceSound Card: 16bit/24bit 48kHz WAVE format Stereo/Surround (5.1ch/7.1ch)/Spatial sound (headphone/speaker)Additional Notes: These specs allow for the game to be played in 1080p/60fps with graphics setting at ""Standard""",16-Feb-23,wildhearts,20,0,0, 64 bit Windows 10, Intel Core i7-8700K / AMD Ryzen 5 3600, 16 GB RAM, GeForce RTX 2070 (VRAM 8GB) / Radeon RX 5700 XT (VRAM 8GB), Version 12," 80 GB available spaceSound Card: 16bit/24bit 48kHz WAVE format Stereo/Surround (5.1ch/7.1ch)/Spatial sound (headphone/speaker)Additional Notes: These specs allow for the game to be played in 1080p/60fps with graphics setting at ""Standard""", Broadband Internet connection,,16,6,80,RTX 2070 ,104,I7-8700K,88.4
The Dark Pictures Anthology: Little Hope,"Requires a 64-bit processor and operating systemOS: Windows 10 64-bitProcessor: Intel Core i5- 8400 or AMD Ryzen 5 1600Memory: 8 GB RAMGraphics: NVIDIA GeForce GTX 1060 or AMD Radeon RX 580DirectX: Version 12Network: Broadband Internet connectionStorage: 80 GB available spaceAdditional Notes: Estimated performance: 1080p/60fps with graphics settings at ""High"".  Framerate might drop in graphics-intensive scenes.  - 64-bit processor and operating system are required. - Windows 10 (Version 1809 or later) and a 4GB VRAM GPU (graphics board or video card) are required for DirectX 12 API.",29-Oct-20,thedarkpicturesanthologylittlehope,77,0,0, Windows 10 64-bit, Intel Core i5- 8400 or AMD Ryzen 5 1600, 8 GB RAM, NVIDIA GeForce GTX 1060 or AMD Radeon RX 580, Version 12," 80 GB available spaceAdditional Notes: Estimated performance: 1080p/60fps with graphics settings at ""High"".  Framerate might drop in graphics-intensive scenes.  - 64-bit processor and operating system are required. - Windows 10 (Version 1809 or later) and a 4GB VRAM GPU (graphics board or video card) are required for DirectX 12 API.", Broadband Internet connection,,8,6,80,GTX 1060 ,56.1,I5-8400,81.8
The Dark Pictures Anthology: Man of Medan,"Requires a 64-bit processor and operating systemOS: Windows 10 64bitProcessor: Intel Core i5- 8400 or AMD Ryzen 5 1600Memory: 8 GB RAMGraphics: NVIDIA GeForce GTX 1060 or AMD Radeon RX 580DirectX: Version 11Storage: 80 GB available spaceAdditional Notes: Estimated performance: 1080p/60fps with graphics settings at ""High"".  Framerate might drop in graphics-intensive scenes.  - 64-bit processor and operating system are required. - Windows 10 (Version 1809 or later) and a 4GB VRAM GPU (graphics board or video card) are required for DirectX 12 API.",29-Aug-19,thedarkpicturesanthologymanofmedan,104,0,0, Windows 10 64bit, Intel Core i5- 8400 or AMD Ryzen 5 1600, 8 GB RAM, NVIDIA GeForce GTX 1060 or AMD Radeon RX 580, Version 11," 80 GB available spaceAdditional Notes: Estimated performance: 1080p/60fps with graphics settings at ""High"".  Framerate might drop in graphics-intensive scenes.  - 64-bit processor and operating system are required. - Windows 10 (Version 1809 or later) and a 4GB VRAM GPU (graphics board or video card) are required for DirectX 12 API.",,,8,6,80,GTX 1060 ,56.1,I5-8400,81.8
Nioh: Complete Edition,"Requires a 64-bit processor and operating systemOS: Windows® 10 64bitProcessor: Intel® Core™ i7 4770K or overMemory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 1060 VRAM 6GB or over　AMD Radeon™ R9 380X VRAM 4GB or overDirectX: Version 11Network: Broadband Internet connectionStorage: 80 GB available spaceSound Card: 16 bit stereo, 48KHz WAVE file can be played",7-Nov-17,niohcompleteedition,112,0,0, Windows® 10 64bit, Intel® Core™ i7 4770K or over, 8 GB RAM, NVIDIA® GeForce® GTX 1060 VRAM 6GB or over　AMD Radeon™ R9 380X VRAM 4GB or over, Version 11," 80 GB available spaceSound Card: 16 bit stereo, 48KHz WAVE file can be played", Broadband Internet connection,,8,6,80,GTX 1060 ,56.1,I7-4770K,73.6
DEATH STRANDING DIRECTOR'S CUT,Requires a 64-bit processor and operating systemOS: Windows® 10Processor: Intel™ Core i7-3770 or AMD Ryzen™ 5 1600Memory: 8 GB RAMGraphics: GeForce GTX 1060 6 GB or AMD Radeon™ RX 590DirectX: Version 12Storage: 80 GB available spaceSound Card: DirectX compatibleAdditional Notes: AVX instruction set required,30-Mar-22,deathstrandingdirectorscut,36,0,0, Windows® 10, Intel™ Core i7-3770 or AMD Ryzen™ 5 1600, 8 GB RAM, GeForce GTX 1060 6 GB or AMD Radeon™ RX 590, Version 12, 80 GB available spaceSound Card: DirectX compatibleAdditional Notes: AVX instruction set required,,,8,5,80,GTX 1060 ,56.1,I7-3770,69
NBA 2K19,"OS: Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bitProcessor: Intel® Core™ i5-4430 @ 3 GHz / AMD FX-8370 @ 3.4 GHz or betterMemory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 770 2GB / AMD® Radeon™ R9 270 2GB or betterDirectX: Version 11Storage: 80 GB available spaceSound Card: DirectX 9.0c compatible sound cardAdditional Notes: Dual-analog gamepad",10-Sep-18,nba2k19,25,0,0," Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bit", Intel® Core™ i5-4430 @ 3 GHz / AMD FX-8370 @ 3.4 GHz or better, 8 GB RAM, NVIDIA® GeForce® GTX 770 2GB / AMD® Radeon™ R9 270 2GB or better, Version 11, 80 GB available spaceSound Card: DirectX 9.0c compatible sound cardAdditional Notes: Dual-analog gamepad,,,8,6,80,GTX 770 ,34.1,I5-4430,65.2
Tom Clancy’s The Division® 2,"OS: Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OSProcessor: AMD Ryzen 5 1500x, Intel Core i7-4790, or better (SSE 4.2 and AVX support required)Memory: 8 GB RAMGraphics: AMD RX 480 (4 GB), NVIDIA GeForce GTX 970 (4 GB with Shader Model 6.0+), or betterDirectX: Version 12Storage: 77 GB available space",12-Jan-23,tomclancysthedivision2,567,4,0.007054674," Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OS"," AMD Ryzen 5 1500x, Intel Core i7-4790, or better (SSE 4.2 and AVX support required)", 8 GB RAM," AMD RX 480 (4 GB), NVIDIA GeForce GTX 970 (4 GB with Shader Model 6.0+), or better", Version 12, 77 GB available space,,,8,6,77,GTX 970 ,49.1,I7-4790,71.4
Marvel’s Spider-Man: Miles Morales,"Requires a 64-bit processor and operating systemOS: Windows 10 64-bit 1909Processor: Intel Core i5-4670, 3.4 Ghz or AMD Ryzen 5 1600, 3.2 GhzMemory: 16 GB RAMGraphics: NVIDIA GTX 1060 6GB or AMD Radeon RX 580 8GBDirectX: Version 12Storage: 75 GB available spaceAdditional Notes: 75 GB SSD space Recommended",18-Nov-22,marvelsspidermanmilesmorales,92,3,0.032608696, Windows 10 64-bit 1909," Intel Core i5-4670, 3.4 Ghz or AMD Ryzen 5 1600, 3.2 Ghz", 16 GB RAM, NVIDIA GTX 1060 6GB or AMD Radeon RX 580 8GB, Version 12, 75 GB available spaceAdditional Notes: 75 GB SSD space Recommended,,,16,6,75,GTX 1060 ,56.1,I5-4670,66.5
STAR WARS™: The Old Republic™,OS: Windows 10 or later – 64-bitProcessor: AMD Athlon 64 X2 Dual-Core 4000+ or better / Intel Core 2 Duo 2.0GHz or betterMemory: 6 GB RAMGraphics: Star Wars: The Old Republic requires a video card that has a minimum of 1 GB of on-board RAM as well as support for Shader 3.0 or better. Examples include: Intel HD 3000 or better/AMD Radeon HD 7450/Nvidia GeForce 610Network: Broadband Internet connectionStorage: 75 GB available space,20-Dec-11,starwarstheoldrepublic,412,13,0.031553398, Windows 10 or later – 64-bit, AMD Athlon 64 X2 Dual-Core 4000+ or better / Intel Core 2 Duo 2.0GHz or better, 6 GB RAM, Star Wars: The Old Republic requires a video card that has a minimum of 1 GB of on-board RAM as well as support for Shader 3.0 or better. Examples include: Intel HD 3000 or better/AMD Radeon HD 7450/Nvidia GeForce 610,, 75 GB available space, Broadband Internet connection,,6,6,75,GEFORCE 610,1.84,DUAL,36.6
Tiny Tina's Wonderlands,Requires a 64-bit processor and operating systemOS: Windows 10 (latest service pack)Processor: AMD Ryzen™ 5 2600 (Intel i7-4770)Memory: 16 GB RAMGraphics: AMD Radeon™ RX 590 8GB (NVIDIA GeForce GTX 1060 6GB)Network: Broadband Internet connectionStorage: 75 GB available space,23-Jun-22,tinytinaswonderlands,125,2,0.016, Windows 10 (latest service pack), AMD Ryzen™ 5 2600 (Intel i7-4770), 16 GB RAM, AMD Radeon™ RX 590 8GB (NVIDIA GeForce GTX 1060 6GB),, 75 GB available space, Broadband Internet connection,,16,5,75,GTX 1060 ,56.1,I7-4770,70.5
Marvel’s Spider-Man Remastered,"Requires a 64-bit processor and operating systemOS: Windows 10 64-bitProcessor: Intel Core i5-4670, 3.4 Ghz or AMD Ryzen5 1600, 3.2 GhzMemory: 16 GB RAMGraphics: NVIDIA GTX 1060 6GB or AMD Radeon RX 580 8GBDirectX: Version 12Storage: 75 GB available space",12-Aug-22,marvelsspidermanremastered,137,2,0.01459854, Windows 10 64-bit," Intel Core i5-4670, 3.4 Ghz or AMD Ryzen5 1600, 3.2 Ghz", 16 GB RAM, NVIDIA GTX 1060 6GB or AMD Radeon RX 580 8GB, Version 12, 75 GB available space,,,16,6,75,GTX 1060 ,56.1,I5-4670,66.5
Borderlands 3,Requires a 64-bit processor and operating systemOS: Windows 7/10 (latest service pack)Processor: AMD Ryzen™ 5 2600 (Intel i7-4770)Memory: 16 GB RAMGraphics: AMD Radeon™ RX 590 or NVIDIA GeForce GTX 1060 6GBDirectX: Version 12Storage: 75 GB available spaceSound Card: DirectX Compatible,13-Mar-20,borderlands3,1307,15,0.011476664, Windows 7/10 (latest service pack), AMD Ryzen™ 5 2600 (Intel i7-4770), 16 GB RAM, AMD Radeon™ RX 590 or NVIDIA GeForce GTX 1060 6GB, Version 12, 75 GB available spaceSound Card: DirectX Compatible,,,16,5,75,GTX 1060 ,56.1,I7-4770,70.5
The Callisto Protocol™,Requires a 64-bit processor and operating systemOS: Windows 10/11Processor: Intel® Core™ i7-8700 or AMD Ryzen™ 5 3600Memory: 16 GB RAMGraphics: NVIDIA® GeForce® GTX 1070 or AMD Radeon™ RX 5700DirectX: Version 12Storage: 75 GB available spaceAdditional Notes: SSD recommended,1-Dec-22,thecallistoprotocol,124,0,0, Windows 10/11, Intel® Core™ i7-8700 or AMD Ryzen™ 5 3600, 16 GB RAM, NVIDIA® GeForce® GTX 1070 or AMD Radeon™ RX 5700, Version 12, 75 GB available spaceAdditional Notes: SSD recommended,,,16,6,75,GTX 1070 ,79.7,I7-8700,87
"Warhammer 40,000: Inquisitor - Martyr",Requires a 64-bit processor and operating systemOS: 64-bit Windows 7+ (8 / 8.1 / 10)Processor: Intel CPU Core i7-2600 (3.4 GHz) / AMD CPU FX-8320 (3.5 GHz)Memory: 8 GB RAMGraphics: Nvidia GeForce GTX 1060 (3 GB) / AMD Radeon RX 480 (4 GB)DirectX: Version 11Network: Broadband Internet connectionStorage: 75 GB available space,5-Jun-18,warhammer40000inquisitormartyr,52,0,0, 64-bit Windows 7+ (8 / 8.1 / 10), Intel CPU Core i7-2600 (3.4 GHz) / AMD CPU FX-8320 (3.5 GHz), 8 GB RAM, Nvidia GeForce GTX 1060 (3 GB) / AMD Radeon RX 480 (4 GB), Version 11, 75 GB available space, Broadband Internet connection,,8,6,75,GTX 1060 ,56.1,I7-2600,67.1
Grand Theft Auto V,"Requires a 64-bit processor and operating systemOS: Windows 10 64 Bit, Windows 8.1 64 Bit, Windows 8 64 Bit, Windows 7 64 Bit Service Pack 1Processor: Intel Core i5 3470 @ 3.2GHz (4 CPUs) / AMD X8 FX-8350 @ 4GHz (8 CPUs)Memory: 8 GB RAMGraphics: NVIDIA GTX 660 2GB / AMD HD 7870 2GBStorage: 72 GB available spaceSound Card: 100% DirectX 10 compatible",14-Apr-15,grandtheftautov,1439,10,0.00694927," Windows 10 64 Bit, Windows 8.1 64 Bit, Windows 8 64 Bit, Windows 7 64 Bit Service Pack 1", Intel Core i5 3470 @ 3.2GHz (4 CPUs) / AMD X8 FX-8350 @ 4GHz (8 CPUs), 8 GB RAM, NVIDIA GTX 660 2GB / AMD HD 7870 2GB,, 72 GB available spaceSound Card: 100% DirectX 10 compatible,,,8,6,72,GTX 660 ,19.9,I5-3470,63.1
Middle-earth™: Shadow of War™,"Requires a 64-bit processor and operating systemOS: Windows 10 Creators UpdateProcessor: AMD FX-8350, 4.0 GHz / Intel Core i7-3770, 3.4 GHzMemory: 12 GB RAMGraphics: AMD RX 480, 4 GB or RX580, 4GB / NVIDIA GTX 970, 4GB or GTX1060, 6GBDirectX: Version 11Network: Broadband Internet connectionStorage: 70 GB available spaceAdditional Notes: X64 required",9-Oct-17,middleearthshadowofwar,331,8,0.024169184, Windows 10 Creators Update," AMD FX-8350, 4.0 GHz / Intel Core i7-3770, 3.4 GHz", 12 GB RAM," AMD RX 480, 4 GB or RX580, 4GB / NVIDIA GTX 970, 4GB or GTX1060, 6GB", Version 11, 70 GB available spaceAdditional Notes: X64 required, Broadband Internet connection,,12,5,70,GTX 970,49.1,I7-3770,69
Arma 3,"OS: Windows 7 / 8 / 10 (64bit) Processor: Intel Core i5-4460 or AMD FX 4300 or better Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 660 / AMD Radeon HD 7800 Series with 2 GB VRAM DirectX®: 11 Hard Drive: 70 GB free space, SSD / Hybrid HDD / SSHD storage Sound: DirectX®-compatible soundcard",12-Sep-13,arma3,315,6,0.019047619, Windows 7 / 8 / 10 (64bit) , Intel Core i5-4460 or AMD FX 4300 or better , 8 GB RAM ," NVIDIA GeForce GTX 660 / AMD Radeon HD 7800 Series with 2 GB VRAM DirectX®: 11 Hard Drive: 70 GB free space, SSD / Hybrid HDD / SSHD storage Sound: DirectX®-compatible soundcard",,,,,8,6,70,GTX 660 ,19.9,I5-4460,62.1
ArcheAge,"OS: Windows 10, 11Processor: Intel Core i7Memory: 4 MB RAMGraphics: NVIDIA GeForce GTX 660, AMD Radeon HD 7850DirectX: Version 11Network: Broadband Internet connectionStorage: 70 MB available space",26-Mar-15,archeage,452,5,0.011061947," Windows 10, 11", Intel Core i7, 4 MB RAM," NVIDIA GeForce GTX 660, AMD Radeon HD 7850", Version 11, 70 MB available space, Broadband Internet connection,,4,6,70,GTX 660,19.9,,27.7
God of War,Requires a 64-bit processor and operating systemOS: Windows 10 64-bitProcessor: Intel i5-6600k (4 core 3.5 GHz) or AMD Ryzen 5 2400 G (4 core 3.6 GHz)Memory: 8 GB RAMGraphics: NVIDIA GTX 1060 (6 GB) or AMD RX 570 (4 GB)DirectX: Version 11Storage: 70 GB available spaceAdditional Notes: DirectX feature level 11_1 required,14-Jan-22,godofwar,331,3,0.009063444, Windows 10 64-bit, Intel i5-6600k (4 core 3.5 GHz) or AMD Ryzen 5 2400 G (4 core 3.6 GHz), 8 GB RAM, NVIDIA GTX 1060 (6 GB) or AMD RX 570 (4 GB), Version 11, 70 GB available spaceAdditional Notes: DirectX feature level 11_1 required,,,8,6,70,GTX 1060 ,56.1,I5-6600K,72.4
